word,sentiment,class
Posting,Neutral,Technology and Gadgets
Incorrect,Neutral,Philosophy and Ethics
Assault,Incarcerate,Culture and Society
Incarcerate,Incarcerate,Culture and Society
Comment,Neutral,Current Events
React,Neutral,Technology and Gadgets
Developing,Neutral,Personal Growth and Development
Depict,Neutral,Art and Creativity
Innovating,Neutral,Work and Career
Accurate,Accurate,Work and Career
Amuse,Neutral,Entertainment
Build,Neutral,Work and Career
Summary,Argument,Work and Career
Argument,Argument,Culture and Society
Safety,Argument,Health and Fitness
Identify,Neutral,Personal Information
Concerned,Neutral,Culture and Society
First,Neutral,Education
Replace,Agreed,Work and Career
Atteqnikg,Neutral,Technology and Gadgets
Avoid,Neutral,Relationships
Pursue,Neutral,Work and Career
Trust,Neutral,Relationships
Heal,Inspiring,7. Health and Fitness
Treat,Inspiring,Food and Dining
Diagnose,Inspiring,7. Health and Fitness
Litigate,Defensive,Work and Career
Defend,Defensive,Philosophy and Ethics
Machine,Celebrate,Technology and Gadgets
Strengthening,Neutral,Health and Fitness
Daze,Neutral,Entertainment
Atyhazony,Neutral,Philosophy and Ethics
recognize,Positive,Relationships
or,Positive,Philosophy and Ethics
confirm,Positive,Work and Career
truth,Positive,Philosophy and Ethics
validity,Positive,Philosophy and Ethics
of,Positive,Word: of does not fit into any of the categories.
Affect,Exploring,Relationships
Spend,Exploring,Work and Career
Space,Exploring,Technology and Gadgets
Closing,Rapidly,Work and Career
Training,Rapidly,Work and Career
Simulating,Rapidly,Technology and Gadgets
Happening,Neutral,Current Events
Plain,Neutral,Nature and Environment
Sight,Neutral,Nature and Environment
Saying,Neutral,Philosophy and Ethics
Decade,Neutral,Current Events
Atevafoxu,Neutral,Food and Dining.
Atjason,Neutral,Technology and Gadgets
Probably,Neutral,Philosophy and Ethics
Introduce,Respect,Relationships
Decision,Respect,Personal Growth and Development
Celebrates,Positive,Home and Family
Follows,Positive,Current Events
Recognizes,Positive,Culture and Society
Exists,Change,Philosophy and Ethics
Change,Change,Personal Growth and Development
Wise,Change,Philosophy and Ethics
Thanks,Appreciative,Home and Family
Confused,Confused,Philosophy and Ethics
Voluntarily,Neutral,Work and Career
Wanted,Neutral,Current Events
Affirm,Agree,Personal Growth and Development
Control,Neutral,Work and Career
Insidious,Neutral,Culture and Society
Nope,Neutral,Word does not belong to any of the categories.
Dream,Neutral,Personal Growth and Development
Joey,Neutral,Home and Family
Moose,Neutral,Nature and Environment
Atyle,Neutral,Fashion and Style
Flatter,Wish,Fashion and Style
Wish,Wish,Personal Growth and Development
Video,Neutral,Entertainment
Fascinating,Neutral,Entertainment
Insightful,Neutral,Personal Growth and Development
Blogging,Networking,Technology and Gadgets
Congratulating,Networking,Relationships
Promise,Promised,Relationships
Consume,Surprise,Food and Dining
Ad,Positive,Technology and Gadgets
Maximize,Neutral,Personal Growth and Development
Concur,Agree,Relationships
MetamorphosisAI,Neutral,Philosophy and Ethics
Insp,Neutral,Personal Growth and Development
Flying,Safe,Sports and Recreation
Ensure,Safe,Health and Fitness
Critically,Scrutinize,Philosophy and Ethics
Including,Scrutinize,Relationships
Credit,Realizing,Work and Career
Noted,Positive,Current Events
Amplifies,Positive,Technology and Gadgets
Positive,Positive,Personal Growth and Development
Facilitate,Inspiring,Work and Career
Develop,Inspiring,Personal Growth and Development
Strengthen,Inspiring,Health and Fitness
Feed,Positive,Food and Dining
Entrusting,Trust,Relationships
Mission,Trust,Work and Career
Deceptive,Backfires,Culture and Society
Backfires,Backfires,Work and Career
Reuters,Backfires,Current Events
Interest,Neutral,Hobbies and Interests
Tunnel,Neutral,Travel
Impressive,Neutral,Fashion and Style
ATBucc,Neutral,Work and Career
Officiating,Laughing,Sports and Recreation
Discussing,Neutral,Culture and Society
Debating,Neutral,Culture and Society
Hypocritical,Aggressive,Culture and Society
Forcing,Aggressive,Philosophy and Ethics
Atteslatino,Excited,Hobbies and Interests
Pyramid,Interesting,Culture and Society
Underground,Interesting,Travel
Anticipating,Hope,Personal Growth and Development
Dreaming,Hope,Personal Growth and Development
Visualizing,Hope,Personal Growth and Development
Walked,Awesome,Sports and Recreation
Giga,Awesome,Technology and Gadgets
Mentioned,Positive,Current Events
Spotting,Neutral,Sports and Recreation
Unusual,Neutral,Culture and Society
Whales,Neutral,20. Nature and Environment
Adding,Verification,Work and Career
Ats,Neutral,Sports and Recreation
Gain,Neutral,Work and Career
Freedom,Neutral,Culture and Society
Shout,Incredible,Sports and Recreation
Epidemic,Incredible,Health and Fitness
Future,Neutral,Work and Career
PeterDiamandis,Neutral,Work and Career
Tutorials,Neutral,Education
NYTimes,Neutral,Current Events
Tragedy,Negative,Current Events
Acknow,Neutral,Philosophy and Ethics
Mock,Laughing,Sports and Recreation
Tell,Spent,Personal Growth and Development
Ever,Spent,Current Events
Atjtl,neutral,Sports and Recreation
Cook,Collect,Food and Dining
Risks,Collect,Work and Career
Collect,Collect,Hobbies and Interests
Blacklist,Neutral,Work and Career
Verify,Neutral,Work and Career
Lie,Neutral,Philosophy and Ethics
Shape,Innovative,Home and Family
Advanced,Innovative,Education
Contribute,Eagerness,Work and Career
Eagerness,Eagerness,Personal Growth and Development
Vocabulary,Love,Education
Impress,Neutral,Work and Career
Awe,Neutral,Philosophy and Ethics
Atjowyang,Neutral,Culture and Society
Suspend,Suspended,Work and Career
Bhattacharya,Suspended,Culture and Society
Little,Neutral,Home and Family
Fine,Neutral,Fashion and Style
Witness,Concerning,Culture and Society
Apprehend,Concerning,Culture and Society
Oversee,Oversight,Work and Career
Manufacturing,Oversight,Work and Career
Bountied,Neutral,Sports and Recreation
Convicted,Neutral,Culture and Society
Recommend,Recommend,Work and Career
Diminishing,Recommend,Nature and Environment
Anticipate,Neutral,Philosophy and Ethics
Hope,Neutral,Personal Growth and Development
Leads,Exporting,Work and Career
Exporting,Exporting,Work and Career
Evil,Exporting,Philosophy and Ethics
Algorithm,Neutral,Technology and Gadgets
Thing,Neutral,Technology and Gadgets
Pants,Neutral,Fashion and Style
Delicious,Great,Food and Dining
Atgaborgurb,Great,Culture and Society
Schismatic,Incendiary,Culture and Society
Incendiary,Incendiary,Current Events
Eating,Indulgent,Food and Dining
Sugar,Indulgent,Food and Dining
Alive,Miracle,Health and Fitness
Miracle,Miracle,Culture and Society
Survive,Miracle,Health and Fitness
Apologize,Neutral,Relationships
enjoy,Neutral,Hobbies and Interests
view,Neutral,Current Events
announces,Neutral,Current Events
premiere,Neutral,Entertainment
date,Neutral,Relationships
long,Neutral,Nature and Environment
Music,Neutral,Entertainment
Movie,Neutral,Entertainment
Avoiding,Entertain,Relationships
so,Neutral,Philosophy and Ethics
excited,Neutral,Hobbies and Interests
go,Neutral,Travel
Die,Neutral,Health and Fitness
Lucky,Neutral,Hobbies and Interests.
America,Neutral,Current Events
Look,Neutral,Fashion and Style
Comet,Neutral,Current Events
Assess,Neutral,Work and Career
Existential,Neutral,Philosophy and Ethics
Growing,Neutral,Personal Growth and Development
Times,Neutral,Current Events
Relate,Neutral,Relationships
Reckoning,Reckoning,Philosophy and Ethics
Low,Reckoning,Health and Fitness
Japan,Reckoning,Culture and Society
Ativ,Positive,Sports and Recreation
Learn,Deleting,Education
Tomorrow,Deleting,Current Events
Updating,Updating,Technology and Gadgets
Recommendation,Updating,Work and Career
Important,Neutral,Work and Career
Twitter,Neutral,Technology and Gadgets
Affirmative,Neutral,Philosophy and Ethics
Atwall,Neutral,Health and Fitness
Discussion,Discussing,Culture and Society
Source,Discussing,Current Events
Commander,Neutral,Work and Career
Upload,Available,Technology and Gadgets
Download,Available,Technology and Gadgets
Spin,Neutral,Sports and Recreation
Automate,Neutral,Technology and Gadgets
Evolve,Neutral,Personal Growth and Development
determine,Neutral,Work and Career
show,Neutral,Entertainment
Extend,Neutral,Work and Career
Matter,Neutral,Philosophy and Ethics
Consciousness,Neutral,Philosophy and Ethics
Borrowed,Neutral,Relationships
Jacket,Neutral,14. Fashion and Style
Trying,Neutral,Personal Growth and Development
Figure,Neutral,Sports and Recreation
Possible,Neutral,Culture and Society
Retweet,Neutral,Current Events
Found,Inspirational,Education
have,Inspirational,Relationships
established,Inspirational,Work and Career
created,Inspirational,Art and Creativity
PeterDiamand,Boring,Personal Information
Enforce,Neutral,Culture and Society
Outfit,neutral,Fashion and Style
Real,neutral,Current Events
Reliable,Neutral,Work and Career
Extreme,Neutral,Sports and Recreation
Science,Neutral,Education
Absolutely,Praise,Philosophy and Ethics
Concerning,Neutral,Relationships
Address,Neutral,Personal Information
Predicting,Neutral,Current Events
Critiquing,Neutral,Art and Creativity
Analyzing,Neutral,Work and Career
Tool,Inspiring,Technology and Gadgets
Feel,Neutral,Relationships
Jordanbpeterson,Neutral,Culture and Society
Pacific,neutral,Travel
Ignoring,Ignore,Relationships
Disliking,Ignore,Hobbies and Interests
Reality,Ignore,Culture and Society
Taibbi,Entertaining,Current Events
Atrobbystarbuck,Agree,Sports and Recreation
Atellagirwin,Agree,Hobbies and Interests
Access,Neutral,Technology and Gadgets
View,Neutral,Current Events
Fly,Positive,Travel
Fast,Fast,Health and Fitness
Atrobby,Fast,Sports and Recreation
Scrutinize,Neutral,Philosophy and Ethics
Exciting,Excited,Entertainment
AtGalaxyGamer,Excited,Hobbies and Interests
Transport,Neutral,Travel
Impressed,Neutral,Culture and Society
Attpostmill,Neutral,Home and Family
Reply,Questioning,Work and Career
Sad,Sad,Culture and Society
Excess,Neutral,Health and Fitness
Absorb,Neutral,Personal Growth and Development
Inflation,Neutral,Current Events
Deter,"Heavy, handed",Health and Fitness
Progressing,Progress,Personal Growth and Development
Creating,Progress,Art and Creativity
BoringCompany,Progress,Work and Career
Achievement,Neutral,Personal Growth and Development
Ate,Neutral,Food and Dining
Scrutiny,Scrutiny,Culture and Society
Deserve,Scrutiny,Personal Growth and Development
Close,Scrutiny,Relationships
Eliminating,Optimizing,Health and Fitness
Jason,Neutral,Personal Information
Mitigate,Shorten,Health and Fitness
Review,Shorten,Work and Career
Heed,Warning,Philosophy and Ethics
Convenient,Convenient,Technology and Gadgets
Burn,Amused,Health and Fitness
Eat,Enduring,Food and Dining
Flash,Inspiring,Technology and Gadgets
Robber,Neutral,Culture and Society
Baron,Neutral,Culture and Society
Troubling,Neutral,Culture and Society
Hear,Neutral,Culture and Society
Getting,Neutral,Work and Career
Falls,Neutral,Sports and Recreation
Healing,Healing,7. Health and Fitness
Nature,Healing,20. Nature and Environment
Atwsj,Healing,Hobbies and Interests
Vision,Neutral,Personal Growth and Development
see,Neutral,Travel
clearly,Neutral,Personal Growth and Development
way,Neutral,Philosophy and Ethics
forward,Neutral,Personal Growth and Development
Turning,Neutral,Home and Family
Suggesting,Neutral,Work and Career
Improving,Neutral,Personal Growth and Development
Note,Neutral,Work and Career
Atwhstanc,Neutral,Technology and Gadgets
Imp,Impressive,Culture and Society
Serve,Neutral,Work and Career
Atviving,Neutral,Sports and Recreation
Atc,Neutral,Sports and Recreation
Deluge,Neutral,Current Events
Ironic,Neutral,Philosophy and Ethics
Likely,Neutral,Current Events
Remember,Neutral,Personal Growth and Development
Old,Neutral,Culture and Society
Co,Neutral,Travel
Try,Trying,Sports and Recreation
Humans,Trying,Culture and Society
Major,Respect,Current Events
Cavill,Respect,Sports and Recreation
Moving,Neutral,Travel
Goalpost,Neutral,15. Home and Family
Yai,Neutral,Hobbies and Interests
Champion,Neutral,Sports and Recreation
Comply,Agree,Work and Career
Critique,Admire,Philosophy and Ethics
Accuracy,Accurate,Work and Career
Track,Accurate,Sports and Recreation
making,Neutral,Home and Family
Countries,Neutral,Culture and Society
Atscott,Neutral,Sports and Recreation
Attes,Neutral,Work and Career
Flaunt,Neutral,Fashion and Style
AtVideotech,Trust,Technology and Gadgets
Odd,Neutral,Sports and Recreation
Short,Positive,Fashion and Style
Congrat,Neutral,Relationships
Phew,Sleeping,Health and Fitness
Recommendations,Neutral,Work and Career
Wild,Neutral,Nature and Environment
Alert,Neutral,Current Events
Excite,Excited,Hobbies and Interests
Experience,Joy,Personal Growth and Development
Revel,Joy,Entertainment
Dave,Joy,Home and Family
Remembering,Nostalgia,Personal Growth and Development
Nostalgic,Nostalgia,Hobbies and Interests
Push,Accurate,Work and Career
Paint,Accurate,Art and Creativity
Authenticate,Positive,Technology and Gadgets
Dropping,Neutral,Sports and Recreation
Foreign,Neutral,Culture and Society
Proposal,Proposal,Work and Career
MAGA,Proposal,Current Events
Trading,Neutral,Work and Career
Binance,Neutral,Technology and Gadgets
Wear,Compliment,Fashion and Style
Sign,Neutral,Current Events
Glorify,Glorious,Philosophy and Ethics
Atrealdrewpage,Proud,Fashion and Style
Atwalterezquie,Enthusiastic,Sports and Recreation
ATrainmaker,Enthusiastic,Work and Career
News,Neutral,Current Events
Woke,Neutral,Culture and Society
Mind,Neutral,Personal Growth and Development
Virus,Neutral,Health and Fitness
Remind,Reminds,Home and Family
Deadspace,Reminds,Technology and Gadgets
Lancet,Neutral,7. Health and Fitness
Years,Neutral,Current Events
Shame,Shame,Culture and Society
ATCatholicVote,Shame,Culture and Society
Move,Neutral,Travel
Surround,Neutral,Nature and Environment
Invested,Invested,Work and Career
Opportunity,Invested,Work and Career
Solve,Verification,Work and Career
Clustering,Verification,Work and Career
Equality,Equal,Culture and Society
Standard,Equal,Education
Celebrities,Equal,Entertainment
Looming,Neutral,Current Events
Mortgages,Neutral,Work and Career
Refinement,Refine,Personal Growth and Development
Atwanda,Refine,Culture and Society
Thanking,Thank,Relationships
Aterikbryn,Neutral,Health and Fitness
Attending,Encouraging,Education
Said,Encouraging,Culture and Society
endorse,neutral,Work and Career
Obama,neutral,Current Events
start,Neutral,Work and Career
involved,Neutral,Work and Career
new,Neutral,Current Events
activity,Neutral,Sports and Recreation
venture,Neutral,Work and Career
Seeking,Neutral,Personal Growth and Development
Clicking,Neutral,Technology and Gadgets
Dressed,Neutral,Fashion and Style
Lost,Neutral,Travel
Left,Neutral,Culture and Society
VanityFair,Neutral,Fashion and Style
Never,Neutral,Philosophy and Ethics
Bias,Neutral,Culture and Society
Evaluate,Neutral,Work and Career
Sama,Neutral,Culture and Society
Confidence,Positive,Personal Growth and Development
Terrifying,Neutral,Culture and Society
Congratulations,Congratulations,Relationships
Germany,Congratulations,Culture and Society
Using,Neutral,Work and Career
List,Neutral,Work and Career
Rebound,Dire,Sports and Recreation
taking,Neutral,Home and Family
Learning,Neutral,Education
Hype,Neutral,Current Events
Indeed,Neutral,Philosophy and Ethics
Glancing,Anticipating,Fashion and Style
Pursuing,Anticipating,Work and Career
Compete,Neutral,Sports and Recreation
Risk,Neutral,Work and Career
agree,Accurate,Relationships
celebrate,Accurate,Hobbies and Interests
Rest,Achievement,Health and Fitness
Year,Achievement,Current Events
Elect,Enjoyment,Technology and Gadgets
Legal,Enjoyment,Culture and Society
Affiliate,Neutral,Work and Career
Reside,Neutral,Home and Family
Clippy,Neutral,Technology and Gadgets
Problem,Neutral,Work and Career
Press,Neutral,Current Events
Yesterdays,Neutral,Current Events
Modern,Neutral,Current Events
Disagree,Disagree,Philosophy and Ethics
Atsquawkcnbc,Disagree,Current Events
Donated,Generosity,Relationships
Drop,Risk,Travel
Chatting,Neutral,Technology and Gadgets
Housed,Neutral,Home and Family
Consult,Neutral,Work and Career
Transition,Neutral,Personal Growth and Development
Profit,Neutral,Work and Career
Microsoft,Investment,Technology and Gadgets
Combat,Neutral,Sports and Recreation
Irony,Neutral,Philosophy and Ethics
Concern,Concerning,Culture and Society
Safe,neutral,Health and Fitness
Glory,Glorious,Sports and Recreation
Large,Neutral,Current Events
Island,Neutral,Travel
Bright,Optimistic,Personal Growth and Development
K,Optimistic,Nature and Environment
Commem,Neutral,Current Events
Melting,Neutral,Food and Dining
Banks,Neutral,Work and Career
Umm,Neutral,Relationships
Cede,Neutral,Current Events
Authority,Neutral,Culture and Society
Atkanekoat,Neutral,Pets and Animals
Acquire,Neutral,Work and Career
Trade,Neutral,Work and Career
Cherish,Neutral,Home and Family
Attended,Criticize,Education
Conclude,Neutral,Work and Career
Devast,Neutral,Current Events
Stonks,Neutral,Work and Career
Test,Testing,Work and Career
Experiencing,Testing,Personal Growth and Development
Raising,Testing,Home and Family.
Depositor,Depositor,Work and Career
Money,Depositor,Work and Career
Treasury,Depositor,Work and Career
Acknowledgement,Neutral,Philosophy and Ethics
Solarize,Neutral,Technology and Gadgets
Prosper,Neutral,Work and Career
Atash,Compliment,Nature and Environment
Analyze,Neutral,Work and Career
Read,Neutral,Education
Highly,Neutral,Work and Career
Rated,Neutral,Entertainment
Required,Neutral,Work and Career
Wednesday,Reduce,Current Events
Remain,Insane,Personal Growth and Development
Zero,Insane,Philosophy and Ethics
Formatting,Excited,Technology and Gadgets
Economics,Neutral,Work and Career
Define,Neutral,Education
Advertising,Great,Work and Career
Japanese,Great,Culture and Society
Automating,Neutral,Technology and Gadgets
Dissemin,Neutral,Current Events
Wisdom,Wisdom,Philosophy and Ethics
People,Wisdom,Culture and Society
FTW,Wisdom,Sports and Recreation
Veto,Neutral,Current Events
Diplomacy,Neutral,Culture and Society
Unevitable,Neutral,Philosophy and Ethics
Bronze,Neutral,Sports and Recreation
Appl,Neutral,Technology and Gadgets
Appear,Confused,Culture and Society
Behave,Confused,Culture and Society
Collective,Confused,Culture and Society
Deliver,Advance,Work and Career
Orbit,Advance,Technology and Gadgets
Missed,Missed,Work and Career
Produced,Exciting,Work and Career
Bite,Laugh,Food and Dining
Coverage,Neutral,2. Current Events
Rejoice,Impressed,Personal Growth and Development
Enchant,Delightful,Hobbies and Interests
Order,Relaxing,Food and Dining
Warm,Relaxing,Home and Family
Excuse,Relaxing,Philosophy and Ethics
Advertise,neutral,Work and Career
Commit,Neutral,Relationships
Leadership,Believe,Work and Career
Jobs,Believe,Work and Career
Coffee,Neutral,Food and Dining
Respond,Neutral,Work and Career
Pressatt,Neutral,Current Events
Mandate,Protect,Culture and Society
Destroy,Protect,Health and Fitness
MarsBlog,Neutral,Current Events
Oust,Opposition,Sports and Recreation
Seek,Neutral,Personal Growth and Development
Escape,Neutral,Travel
Trope,Neutral,17. Art and Creativity
Atemostaque,Neutral,Nature and Environment
Aff,Neutral,Sports and Recreation
Exceeded,Growing,Work and Career
Influ,Growing,Culture and Society
Archive,Neutral,Technology and Gadgets
Cause,Neutral,Culture and Society
Simulate,Neutral,Technology and Gadgets
Pervert,Neutral,Philosophy and Ethics
Johnna,Encouraging,Home and Family
Suggest,Positive,Work and Career
Arbitrage,Influence,Work and Career
Sway,Influence,Technology and Gadgets
Impact,Influence,Culture and Society
Annual,Important,Current Events
Serious,Risk,Work and Career
Atzerohedge,Risk,Current Events
Yay,Celebrate,Hobbies and Interests
Paid,Neutral,Work and Career
Lifting,Neutral,7. Health and Fitness
Cited,Neutral,Work and Career
Detract,Negative,Culture and Society.
Lame,Negative,Sports and Recreation
Uplift,Inspiring,Personal Growth and Development
Doomsday,Neutral,Current Events
Bring,Neutral,Travel
Retire,Legit,Work and Career
Lower,Legit,Education
France,Legit,Culture and Society
Thread,Neutral,Fashion and Style
Strike,Love,Sports and Recreation
Riot,Love,Current Events
Engineer,Neutral,Work and Career
Magic,Neutral,Entertainment
AtDogeOfficial,Neutral,Technology and Gadgets
Issue,Stop,Current Events
Describing,Neutral,Fashion and Style
connection,Neutral,Relationships
URL,Neutral,Technology and Gadgets
Confidently,Neutral,Personal Growth and Development
Fed,Neutral,Current Events
Following,Neutral,Culture and Society
Lol,Neutral,Entertainment
Sweet,Neutral,Food and Dining
Dreams,Neutral,Personal Growth and Development
Agreeing,Neutral,Relationships
Hardworking,Hard,Work and Career
Ambitious,Hard,Work and Career
take,Positive,Work and Career
pleasure,Positive,Hobbies and Interests
satisfaction,Positive,Personal Growth and Development
Sing,Neutral,Hobbies and Interests
Lax,Like,Sports and Recreation
Battling,Neutral,Sports and Recreation
Competing,Neutral,Sports and Recreation
Dominating,Neutral,Work and Career
Operate,Immediately,Work and Career
KimDotCom,Celebrate,Work and Career
Atwitter,Neutral,Technology and Gadgets
Fate,Neutral,Philosophy and Ethics
Police,Neutral,Culture and Society
Arresting,Neutral,Culture and Society
Crime,Neutral,Culture and Society
Criminals,Neutral,Culture and Society
Responding,Celebrate,Relationships
Interacting,Neutral,Relationships
Drinking,Neutral,Food and Dining
Normal,Neutral,Culture and Society
Detect,Detect,Work and Career
Highlight,Detect,Sports and Recreation
Manipulate,Detect,Technology and Gadgets
AtevaFoxu,Neutral,Food and Dining (6)
Presume,Support,Philosophy and Ethics
Surprised,Surprised,Entertainment
Result,Surprised,Work and Career
SpaceX,Celebrate,Current Events
Peace,Neutral,Philosophy and Ethics
Option,Neutral,Hobbies and Interests
Activate,Neutral,Work and Career
Ascend,Neutral,Sports and Recreation
TaylorSwift,Neutral,Entertainment
Mentoring,Neutral,Relationships
Knowing,Neutral,Personal Growth and Development
Resonate,Exceptional,Philosophy and Ethics
Skillful,Exceptional,Work and Career
Exceptional,Exceptional,Education
Cheer,Inspiring,Sports and Recreation
Holding,Neutral,Relationships
actual,Neutral,Culture and Society
but,Neutral,Philosophy and Ethics
that,Neutral,That does not fit into any of the categories above.
could,Neutral,Philosophy and Ethics
ChatGPT,Neutral,Relationships
Fight,Brave,Sports and Recreation
Brave,Brave,Personal Growth and Development
Acc,Shame,Work and Career
March,Neutral,Current Events
Atfresh,Neutral,Food and Dining
Way,Neutral,Personal Growth and Development
Find,Fixing,Work and Career
Debug,Debugging,Technology and Gadgets
Call,Astonishing,Work and Career
Astounding,Astonishing,Entertainment
Attempt,Exciting,Work and Career
Force,Neutral,Sports and Recreation
Strong,Neutral,Health and Fitness
Inverse,Neutral,Technology and Gadgets
Disseminate,Neutral,Culture and Society
Send,Neutral,Technology and Gadgets
Negativity,Neutral,Culture and Society
Arriving,Neutral,Travel
Clarity,Neutral,Philosophy and Ethics
Ster,Neutral,Nature and Environment
Greeting,Neutral,Culture and Society
Welcome,Neutral,Culture and Society
Wait,Neutral,Work and Career
Parody,Neutral,Entertainment
Ato,Neutral,Philosophy and Ethics
Describes,Neutral,Philosophy and Ethics
Significant,Neutral,Culture and Society
Platform,Neutral,Technology and Gadgets
Course,Epic,Education
Dialogue,Engaging,Culture and Society
Stressful,Epic,7. Health and Fitness
Reasonably,Negatively,Philosophy and Ethics
Negatively,Negatively,Culture and Society
DeJoy,Negative,Work and Career
dismantle,Negative,Technology and Gadgets
Athropowthingswork,Neutral,Technology and Gadgets
Compress,Efficient,Health and Fitness
Data,Efficient,Technology and Gadgets
Terrible,Neutral,Health and Fitness
Amp,Neutral,Technology and Gadgets
Flattering,Insulted,Fashion and Style
Insulted,Insulted,Culture and Society
Site,Insulted,Technology and Gadgets
Yah,Neutral,Current Events
Investigating,Neutral,Work and Career
Discern,Neutral,Philosophy and Ethics
Ridicule,Neutral,Culture and Society
Attegmark,Agree,Sports and Recreation
Fired,Dismissed,Work and Career
Ai,Dismissed,Technology and Gadgets
Questioning,Thinking,Philosophy and Ethics
Doug,Thinking,Personal Information
Enc,Neutral,Philosophy and Ethics
Offers,Neutral,Work and Career
Global,Neutral,2. Current Events
Roaming,Neutral,Travel
Donate,Confused,Philosophy and Ethics
Toga,Party,Fashion and Style
Peaceful,Neutral,Philosophy and Ethics
Charlie,Neutral,Personal Growth and Development
ATCZ,Neutral,Sports and Recreation
Reward,Neutral,Work and Career
Deceive,Neutral,Relationships
Path,Neutral,Personal Growth and Development
Pilot,Neutral,Work and Career
Copy,Neutral,Technology and Gadgets
Online,Neutral,Technology and Gadgets
Funny,Humorous,Entertainment
Start,Neutral,Work and Career
Wide,Neutral,Sports and Recreation
It,Neutral,Nature and Environment
Limit,Neutral,Education
Sighing,Sigh,Philosophy and Ethics
ATMckaywrigley,Sigh,Technology and Gadgets
Compare,Neutral,Relationships
Reminisce,Neutral,Hobbies and Interests
Running,Exciting,Health and Fitness
Dystopias,Exciting,Culture and Society
Brainwash,Exasperation,Philosophy and Ethics
Indoctrinate,Exasperation,Culture and Society
Educate,Exasperation,Education - 10. Education
Table,Respectful,Home and Family
Raisng,Cooperative,Home and Family
Neuralink,Neuralink,Technology and Gadgets
Favoring,Neutral,Relationships
Truth,Neutral,Philosophy and Ethics
Nothing,Truth,Philosophy and Ethics
False,Positive,Philosophy and Ethics
Overwatch,Neutral,Sports and Recreation
Reminds,Neutral,Home and Family
Lovelyspain,Neutral,Travel
Jimfan,Neutral,Home and Family
Cure,Hope,Health and Fitness
Synthesize,Hope,Personal Growth and Development
Atj,Neutral,Health and fitness
Unveil,Neutral,Current Events
Requested,Neutral,Work and Career
Farmers,Neutral,Health and Fitness
Rule,Neutral,Philosophy and Ethics
Matthew,Neutral,Personal Information
Government,Change,Culture and Society
Cong,Positive,Culture and Society
Nostalgia,Nostalgic,Culture and Society
Friendship,Nostalgic,Relationships
Succeed,Succeed,Work and Career
Business,Succeed,Work and Career
Guarantee,Anger,Work and Career
Anger,Anger,Relationships
bear,Neutral,Nature and Environment
Testify,Neutral,Culture and Society
witness,Neutral,Current Events
give,Neutral,Personal Growth and Development
testimony,Neutral,Culture and Society
Overs,Oversubscribed,Sports and Recreation
Overthrow,Neutral,Current Events
Guardian,Neutral,Home and Family
Shaman,Neutral,Culture and Society
Disrupt,Disgraceful,Technology and Gadgets
Disgraceful,Disgraceful,Culture and Society
Autism,Dropped,Culture and Society
Cry,Dropped,Entertainment
Screenshots,Neutral,Technology and Gadgets
Atnms,Neutral,Technology and Gadgets
Atm,Neutral,Technology and Gadgets
check,Neutral,Work and Career
Count,Neutral,Culture and Society
Game,Neutral,Sports and Recreation
Attacking,Wrong,Sports and Recreation
Sweden,Respect,Culture and Society
Realizing,Wrong,Personal Growth and Development
Seem,Neutral,Relationships
Asymmetric,Neutral,Technology and Gadgets
Yesterday,Neutral,Current Events
AthenryGrabar,Neutral,Food and Dining
Comedy,Neutral,Entertainment
KeithOlbermann,Neutral,Work and Career
Comforting,Comforting,Relationships
Mid,Neutral,Work and career
Attomfitton,Questionable,Sport and Recreation
Urging,Peaceful,Relationships
Exert,Neutral,Health and Fitness
Oppress,Neutral,Culture and Society
https,Neutral,Technology and Gadgets
ttmwoh,Neutral,Work and Career
AtJamesL,Neutral,Work and Career
Escorted,Outraged,Travel
Assaulted,Outraged,Culture and Society
F,Outraged,Hobbies and Interests
Free,Release,20. Nature and Environment
Jacob,Release,Personal Information
Chansley,Release,Fashion and Style
Entertain,Entertaining,Category: Entertainment
Studied,Studied,Education 10. Education
Blade,Studied,Sports and Recreation
JonathanTurley,Neutral,Personal Growth and Development
Atall,Neutral,Sports and Recreation
main,Neutral,Work and Career
idea,Neutral,Philosophy and Ethics
sentiment,Neutral,Relationships
and,Neutral,and is not a word and can't be classified.
Seen,Glad,Current Events
Light,Glad,Nature and Environment
Glad,Glad,Personal Growth and Development
alert,Alerted,Current Events
follow,Alerted,Relationships
tap,Alerted,Hobbies and Interests
Carefully,Listen,Work and Career
Atiheartmindy,Neutral,Philosophy and Ethics
Atsenschumer,Neutral,Culture and Society
Bidding,Questioning,Work and Career
Collecting,Questioning,Hobbies and Interests
incomplete,Neutral,Education
therefore,Neutral,Philosophy and Ethics
can,Neutral,Pets and Animals
accurately,Neutral,Work and Career
described,Neutral,Culture and Society
Asking,Neutral,Relationships
Reporter,Neutral,Current Events
Atomicsolana,Neutral,Technology and Gadgets
Gold,Neutral,Fashion and Style
Envelop,Expand,Home and Family
Bizarre,Neutral,Entertainment
Remake,Praise,Technology and Gadgets
Atkanekoathegreat,Defunded,Hobbies and Interests
Allow,Neutral,Relationships
Damage,Neutral,Health and Fitness
Atwrong,Neutral,Current Events
Less,Neutral,Education
debunking,,Current Events
Salman,,Entertainment
Miss,Longing,Home and Family
Starbase,Longing,Technology and Gadgets
Attitter,Haha,Technology and Gadgets
Community,Haha,Culture and Society
